1270,Zreče,Zrece,SI,46.38222000000000000,15.37917000000000000
1205,Grabonoš,Grabonos,SI,46.58198000000000000,15.99249000000000000
1191,Šempeter pri Gorici,Sempeter pri Gorici,SI,45.92750000000000000,13.64111000000000000
1168,Mežica,Mezica,SI,46.52139000000000000,14.85444000000000000
1168,Laško,Lasko,SI,46.15463000000000000,15.23555000000000000
1144,Salzburg,Salzburg,AT,47.79941000000000000,13.04399000000000000
1125,Novi Sad,Novi Sad,RS,45.25167000000000000,19.83694000000000000
1105,Tepanje,Tepanje,SI,46.34778000000000000,15.47611000000000000
1065,Sevnica,Sevnica,SI,46.00778000000000000,15.31556000000000000
1044,Komen,Komen,SI,45.81528000000000000,13.74833000000000000
1021,Prague,Prague,CZ,50.08804000000000000,14.42076000000000000
1020,Škofja Loka,Skofja Loka,SI,46.16551000000000000,14.30626000000000000
1015,Kozina,Kozina,SI,45.61000000000000000,13.93556000000000000
1011,Bratislava,Bratislava,SK,48.14816000000000000,17.10674000000000000
1005,Prebold,Prebold,SI,46.23694000000000000,15.09250000000000000
998,Šmartno ob Paki,Smartno ob Paki,SI,46.33333000000000000,15.03333000000000000
988,Bergamo,Bergamo,IT,45.69601000000000000,9.66721000000000000
973,Turnišče,Turnisce,SI,46.62778000000000000,16.32028000000000000
951,Dolenjske Toplice,Dolenjske Toplice,SI,45.75657000000000000,15.05917000000000000
946,Kobarid,Kobarid,SI,46.24806000000000000,13.57722000000000000
938,Dramlje,Dramlje,SI,46.27361000000000000,15.39472000000000000
932,Muta,Muta,SI,46.61139000000000000,15.16611000000000000
920,Rijeka,Rijeka,HR,45.34306000000000000,14.40917000000000000
917,Bologna,Bologna,IT,44.49381000000000000,11.33875000000000000
912,Klagenfurt am Wörthersee,Klagenfurt am Woerthersee,AT,46.62472000000000000,14.30528000000000000
898,Vransko,Vransko,SI,46.24389000000000000,14.95139000000000000
884,Kidričevo,Kidricevo,SI,46.40361000000000000,15.79111000000000000
862,Kranjska Gora,Kranjska Gora,SI,46.45689000000000000,13.77824000000000000
819,Vogrsko,Vogrsko,SI,45.90611000000000000,13.70056000000000000
800,Križevci pri Ljutomeru,Krizevci pri Ljutomeru,SI,46.56833000000000000,16.13861000000000000
786,Divača,Divaca,SI,45.68472000000000000,13.97028000000000000
773,Žužemberk,Zuzemberk,SI,45.83389000000000000,14.92917000000000000
770,Vuzenica,Vuzenica,SI,46.59639000000000000,15.16722000000000000
766,Kamnik,Kamnik,SI,46.22587000000000000,14.61207000000000000
758,Podčetrtek,Podcetrtek,SI,46.15694000000000000,15.59861000000000000
750,Berlin,Berlin,DE,52.52437000000000000,13.41053000000000000
723,Rakek,Rakek,SI,45.81333000000000000,14.31111000000000000
710,Poljčane,Poljcane,SI,46.31194000000000000,15.57917000000000000
690,Šoštanj,Sostanj,SI,46.38000000000000000,15.04861000000000000
678,Unec,Unec,SI,45.81556000000000000,14.29389000000000000
666,Dornberk,Dornberk,SI,45.88972000000000000,13.73694000000000000
660,Ankaran,Ankaran,SI,45.57861000000000000,13.73611000000000000
648,Braslovče,Braslovce,SI,46.28972000000000000,15.03889000000000000
639,Tržič,Trzic,SI,46.36357000000000000,14.31046000000000000
620,Bohinjska Bistrica,Bohinjska Bistrica,SI,46.27216000000000000,13.95350000000000000
611,Zagreb - Centar,Zagreb - Centar,HR,45.81313000000000000,15.97753000000000000
610,Split,Split,HR,43.50891000000000000,16.43915000000000000
607,Ivančna Gorica,Ivancna Gorica,SI,45.93833000000000000,14.80444000000000000
585,Spodnji Brnik,Spodnji Brnik,SI,46.22972000000000000,14.48639000000000000
571,Mirna,Mirna,SI,45.95528000000000000,15.06194000000000000
547,Mislinja,Mislinja,SI,46.46415000000000000,15.25639000000000000
530,Rače,Race,SI,46.45194000000000000,15.68139000000000000
528,Zadar,Zadar,HR,44.11972000000000000,15.24222000000000000
527,Stuttgart,Stuttgart,DE,48.78232000000000000,9.17702000000000000
524,Črenšovci,Crensovci,SI,46.55794000000000000,16.30410000000000000
518,Semič,Semic,SI,45.64611000000000000,15.18222000000000000
509,Zagorje ob Savi,Zagorje ob Savi,SI,46.13179000000000000,14.99694000000000000
489,Litija,Litija,SI,46.05861000000000000,14.82250000000000000
483,Krk,Krk,HR,45.02583000000000000,14.57306000000000000
478,Poreč,Porec,HR,45.22583000000000000,13.59389000000000000
472,Ribnica,Ribnica,SI,45.73861000000000000,14.72750000000000000
454,Bovec,Bovec,SI,46.33750000000000000,13.55278000000000000
442,Zürich,Zurich,CH,47.36667000000000000,8.55000000000000000
434,Črna na Koroškem,Crna na Koroskem,SI,46.47045000000000000,14.85009000000000000
433,Ljubno ob Savinji,Ljubno ob Savinji,SI,46.34358000000000000,14.83377000000000000
418,Umag,Umag,HR,45.43139000000000000,13.52389000000000000
401,Grosuplje,Grosuplje,SI,45.95556000000000000,14.65889000000000000
399,Kanal,Kanal,SI,46.08861000000000000,13.63972000000000000
398,Banja Luka,Banja Luka,BA,44.77583000000000000,17.18556000000000000
393,Sarajevo,Sarajevo,BA,43.84864000000000000,18.35644000000000000
391,Letuš,Letus,SI,46.31583000000000000,15.02500000000000000
391,Fram,Fram,SI,46.45600000000000000,15.63007000000000000
373,Kostanjevica na Krki,Kostanjevica na Krki,SI,45.84611000000000000,15.42222000000000000
335,Podplat,Podplat,SI,46.25000000000000000,15.70000000000000000
330,Medvode,Medvode,SI,46.14220000000000000,14.41114000000000000
321,Hotavlje,Hotavlje,SI,46.11222000000000000,14.11861000000000000
313,Cerkvenjak,Cerkvenjak,SI,46.57056000000000000,15.94361000000000000
305,Šenčur,Sencur,SI,46.24556000000000000,14.41972000000000000
299,Skopje,Skopje,MK,41.99646000000000000,21.43141000000000000
298,Rovinj,Rovinj,HR,45.08000000000000000,13.64000000000000000
283,Žirovnica,Zirovnica,SI,46.40472000000000000,14.14000000000000000
272,Frankfurt am Main,Frankfurt am Main,DE,50.11552000000000000,8.68417000000000000
270,Rogatec,Rogatec,SI,46.22944000000000000,15.70028000000000000
265,Luče,Luce,SI,46.35611000000000000,14.74667000000000000
250,Trojane,Trojane,SI,46.18833000000000000,14.88306000000000000
245,Odranci,Odranci,SI,46.58667000000000000,16.28028000000000000
239,Žiri,Ziri,SI,46.04222000000000000,14.10722000000000000
232,Nürnberg,Nuernberg,DE,49.45421000000000000,11.07752000000000000
231,Stari Trg pri Ložu,Stari Trg pri Lozu,SI,45.71484000000000000,14.47097000000000000
230,Gornji Grad,Gornji Grad,SI,46.29528000000000000,14.80833000000000000
225,Cerkno,Cerkno,SI,46.12556000000000000,13.98167000000000000
225,Strunjan,Strunjan,SI,45.52500000000000000,13.60556000000000000
218,Pag,Pag,HR,44.44500000000000000,15.05750000000000000
213,Linz,Linz,AT,48.30639000000000000,14.28611000000000000
205,Verona,Verona,IT,45.42990000000000000,10.98444000000000000
203,Niš,Nis,RS,43.32472000000000000,21.90333000000000000
201,Hrastnik,Hrastnik,SI,46.14611000000000000,15.08139000000000000
200,Mirna Peč,Mirna Pec,SI,45.86028000000000000,15.08333000000000000
199,Brestanica,Brestanica,SI,45.99529000000000000,15.47750000000000000
194,Bled-Rečica,Bled-Recica,SI,46.38333000000000000,14.10000000000000000
191,Veržej,Verzej,SI,46.58361000000000000,16.16528000000000000
189,Železniki,Zelezniki,SI,46.21999000000000000,14.14159000000000000
186,Senovo,Senovo,SI,46.02361000000000000,15.47694000000000000
183,Novigrad,Novigrad,HR,45.31500000000000000,13.55806000000000000
181,Šmarješke Toplice,Smarjeske Toplice,SI,45.86242000000000000,15.22188000000000000
177,Šibenik,Sibenik,HR,43.72722000000000000,15.90583000000000000
177,Vojnik,Vojnik,SI,46.29333000000000000,15.30333000000000000
165,Drnovo,Drnovo,SI,45.91722000000000000,15.48472000000000000
163,Amsterdam,Amsterdam,NL,52.37403000000000000,4.88969000000000000
161,Selo,Selo,SI,46.72793000000000000,16.28862000000000000
160,Sveti Tomaž,Sveti Tomaz,SI,46.48417000000000000,16.08361000000000000
159,Godovič,Godovic,SI,45.95778000000000000,14.09361000000000000
158,Ronchi,Ronchi,IT,39.10462000000000000,16.41691000000000000
158,Kotlje,Kotlje,SI,46.52139000000000000,14.98694000000000000
154,Bistrica ob Sotli,Bistrica ob Sotli,SI,46.05889000000000000,15.66417000000000000
148,Köln,Koeln,DE,50.93333000000000000,6.95000000000000000
148,Vinica,Vinica,SI,45.46015000000000000,15.25396000000000000
146,Mestinje,Mestinje,SI,46.23778000000000000,15.56333000000000000
143,Florence,Florence,IT,43.77925000000000000,11.24626000000000000
142,Frankfurt,Frankfurt,DE,49.68333000000000000,10.53333000000000000
142,Kraków,Krakow,PL,50.06143000000000000,19.93658000000000000
134,Blejska Dobrava,Blejska Dobrava,SI,46.40000000000000000,14.10000000000000000
130,Dobruška Vas,Dobruska Vas,SI,45.88917000000000000,15.30806000000000000
129,Senožeče,Senozece,SI,45.72111000000000000,14.04111000000000000
129,Most na Soči,Most na Soci,SI,46.14694000000000000,13.73889000000000000
126,Seiersberg,Seiersberg,AT,47.00000000000000000,15.40000000000000000
126,Lipovci,Lipovci,SI,46.62833000000000000,16.22806000000000000
126,Mengeš,Menges,SI,46.16694000000000000,14.57500000000000000
125,Straža,Straza,SI,45.78000000000000000,15.07278000000000000
121,Opatija,Opatija,HR,45.33917000000000000,14.30833000000000000
118,Biograd na Moru,Biograd na Moru,HR,43.94333000000000000,15.45194000000000000
117,Naklo,Naklo,SI,46.27278000000000000,14.31722000000000000
116,Radeče,Radece,SI,46.06806000000000000,15.18389000000000000
116,Bič,Bic,SI,46.93333000000000000,14.90000000000000000
116,Šentjanž pri Dravogradu,Sentjanz pri Dravogradu,SI,46.56111000000000000,15.03889000000000000
115,Novalja,Novalja,HR,44.55778000000000000,14.88667000000000000
115,Rogašovci,Rogasovci,SI,46.80000000000000000,16.03333000000000000
114,Brussels,Brussels,BE,50.85045000000000000,4.34878000000000000
112,Petrovče,Petrovce,SI,46.24167000000000000,15.19000000000000000
109,Innsbruck,Innsbruck,AT,47.26266000000000000,11.39454000000000000
107,Trzin,Trzin,SI,46.13333000000000000,14.56667000000000000
107,Genoa,Genoa,IT,44.42640000000000000,8.91519000000000000
107,Gorišnica,Gorisnica,SI,46.41472000000000000,16.01389000000000000
105,Ljubečna,Ljubecna,SI,46.25567000000000000,15.32430000000000000
104,Bizeljsko,Bizeljsko,SI,46.01333000000000000,15.69667000000000000
104,Črni Kal,Crni Kal,SI,45.55000000000000000,13.88000000000000000
103,Oplotnica,Oplotnica,SI,46.38778000000000000,15.44667000000000000
103,Villach,Villach,AT,46.61028000000000000,13.85583000000000000
102,Višnja Gora,Visnja Gora,SI,45.95389000000000000,14.74528000000000000
101,Rovte,Rovte,SI,45.98528000000000000,14.17750000000000000
100,Dubrovnik,Dubrovnik,HR,42.64807000000000000,18.09216000000000000
100,Cres,Cres,HR,44.96092000000000000,14.41246000000000000
99,Komenda,Komenda,SI,46.20484000000000000,14.53839000000000000
97,Reka,Reka,HR,46.13028000000000000,16.76694000000000000
93,Razdrto,Razdrto,SI,45.75639000000000000,14.05833000000000000
92,Brezovica pri Ljubljani,Brezovica pri Ljubljani,SI,46.03333000000000000,14.40000000000000000
91,Padova,Padova,IT,45.40797000000000000,11.88586000000000000
90,Mali Lošinj,Mali Losinj,HR,44.53056000000000000,14.46861000000000000
89,Savona,Savona,IT,44.30905000000000000,8.47715000000000000
88,Preddvor,Preddvor,SI,46.30250000000000000,14.42306000000000000
88,Bučečovci,Bucecovci,SI,46.58833000000000000,16.10667000000000000
88,Zidani Most,Zidani Most,SI,46.08823000000000000,15.17284000000000000
87,Prestranek,Prestranek,SI,45.73033000000000000,14.18622000000000000
83,Zgornji Brnik,Zgornji Brnik,SI,46.22937000000000000,14.46873000000000000
83,Šabac,Sabac,RS,44.74667000000000000,19.69000000000000000
83,Vodice,Vodice,HR,43.76083000000000000,15.78278000000000000
82,Karlsruhe,Karlsruhe,DE,49.00937000000000000,8.40444000000000000
82,Luzern,Luzern,CH,47.05048000000000000,8.30635000000000000
82,Videm pri Ptuju,Videm pri Ptuju,SI,46.36861000000000000,15.90639000000000000
82,Šentilj v Slov. Goricah,Sentilj v Slov. Goricah,SI,46.68167000000000000,15.64806000000000000
81,Rome,Rome,IT,41.89193000000000000,12.51133000000000000
80,Mojstrana,Mojstrana,SI,46.42383000000000000,13.87520000000000000
80,Mala Nedelja,Mala Nedelja,SI,46.52889000000000000,16.05583000000000000
79,Batuje,Batuje,SI,45.89639000000000000,13.77778000000000000
79,Cerklje na Gorenjskem,Cerklje na Gorenjskem,SI,46.25417000000000000,14.48861000000000000
79,Kuzma,Kuzma,SI,46.83694000000000000,16.08333000000000000
77,Ingolstadt,Ingolstadt,DE,48.76508000000000000,11.42372000000000000
76,Škocjan,Skocjan,SI,45.90667000000000000,15.29139000000000000
76,Sečovlje,Secovlje,SI,45.47667000000000000,13.62333000000000000
75,Varaždin,Varazdin,HR,46.30444000000000000,16.33778000000000000
74,Pragersko,Pragersko,SI,46.39667000000000000,15.66000000000000000
74,Krmelj,Krmelj,SI,45.98472000000000000,15.18944000000000000
73,Lukovica pri Domžalah,Lukovica pri Domzalah,SI,46.16988000000000000,14.69179000000000000
72,Velike Bloke,Velike Bloke,SI,45.78444000000000000,14.48056000000000000
70,Miklavž na Dravskem Polju,Miklavz na Dravskem Polju,SI,46.50583000000000000,15.69722000000000000
70,Rečica ob Savinji,Recica ob Savinji,SI,46.31667000000000000,14.91667000000000000
69,Majšperk,Majsperk,SI,46.35167000000000000,15.73361000000000000
68,Miren,Miren,SI,45.89556000000000000,13.60750000000000000
67,Velika Pirešica,Velika Piresica,SI,46.28556000000000000,15.17944000000000000
66,Zgornje Hoče,Zgornje Hoce,SI,46.49183000000000000,15.62315000000000000
65,Izlake,Izlake,SI,46.15000000000000000,14.95000000000000000
64,Videm,Videm,SI,46.57111000000000000,16.02333000000000000
64,Moravske Toplice,Moravske Toplice,SI,46.68313000000000000,16.22080000000000000
63,Gozd Martuljek,Gozd Martuljek,SI,46.47517000000000000,13.86368000000000000
63,Brezje,Brezje,SI,46.32897000000000000,14.23229000000000000
62,Rimske Toplice,Rimske Toplice,SI,46.12260000000000000,15.19190000000000000
62,Latkova Vas,Latkova Vas,SI,46.25389000000000000,15.09333000000000000
61,Gorica,Gorica,SI,46.70500000000000000,16.14500000000000000
61,Velika Nedelja,Velika Nedelja,SI,46.41778000000000000,16.10972000000000000
61,Dobrna,Dobrna,SI,46.33750000000000000,15.22639000000000000
60,Turin,Turin,IT,45.07049000000000000,7.68682000000000000
60,Würzburg,Wuerzburg,DE,49.79391000000000000,9.95121000000000000
60,Štanjel,Stanjel,SI,45.82333000000000000,13.84361000000000000
59,Sempeter,Sempeter,SI,45.83528000000000000,15.21944000000000000
58,Pazin,Pazin,HR,45.24028000000000000,13.93667000000000000
58,Spodnje Hoče,Spodnje Hoce,SI,46.50000000000000000,15.65000000000000000
57,Črniče,Crnice,SI,45.91056000000000000,13.77667000000000000
55,Leipzig,Leipzig,DE,51.33962000000000000,12.37129000000000000
55,Vrtojba,Vrtojba,SI,45.91250000000000000,13.63417000000000000
53,Branik,Branik,SI,45.85722000000000000,13.78417000000000000
53,Luxembourg,Luxembourg,LU,49.61167000000000000,6.13000000000000000
53,Slivnica pri Mariboru,Slivnica pri Mariboru,SI,46.47639000000000000,15.65583000000000000
52,Smednik,Smednik,SI,45.90964000000000000,15.37607000000000000
52,Benedikt,Benedikt,SI,46.60861000000000000,15.88833000000000000
51,Deskle,Deskle,SI,46.05307000000000000,13.61382000000000000
51,Čatež ob Savi,Catez ob Savi,SI,45.88944000000000000,15.60250000000000000
51,Gorenja Vas,Gorenja Vas,SI,46.10722000000000000,14.14806000000000000
51,Dobova,Dobova,SI,45.89716000000000000,15.66371000000000000
51,Dresden,Dresden,DE,51.05089000000000000,13.73832000000000000
50,Raka,Raka,SI,45.92972000000000000,15.38417000000000000
49,Središče ob Dravi,Sredisce ob Dravi,SI,46.39417000000000000,16.26806000000000000
49,Šid,Sid,RS,45.12833000000000000,19.22639000000000000
49,Düsseldorf,Dusseldorf,DE,51.22172000000000000,6.77616000000000000
49,Augsburg,Augsburg,DE,48.37154000000000000,10.89851000000000000
48,Sombor,Sombor,RS,45.77417000000000000,19.11222000000000000
47,Ulm,Ulm,DE,48.39841000000000000,9.99155000000000000
46,Monfalcone,Monfalcone,IT,45.80052000000000000,13.53777000000000000
46,Sodražica,Sodrazica,SI,45.76111000000000000,14.63556000000000000
46,München,Munchen,DE,51.60698000000000000,13.31243000000000000
45,Brescia,Brescia,IT,45.53558000000000000,10.21472000000000000
45,Črnuče,Crnuce,SI,46.10000000000000000,14.53333000000000000
45,Sremska Mitrovica,Sremska Mitrovica,RS,44.97639000000000000,19.61222000000000000
45,Paris,Paris,FR,48.85341000000000000,2.34880000000000000
44,Rudnik,Rudnik,SI,46.03333000000000000,14.56667000000000000
43,Hotiza,Hotiza,SI,46.54944000000000000,16.36028000000000000
42,Palmanova,Palmanova,IT,45.90540000000000000,13.30998000000000000
42,Katowice,Katowice,PL,50.25841000000000000,19.02754000000000000
42,Vodice,Vodice,SI,46.18987000000000000,14.49492000000000000
41,Dobrovnik,Dobrovnik,SI,46.65139000000000000,16.35250000000000000
41,Mestre,Mestre,IT,45.47152000000000000,12.24017000000000000
41,Vicenza,Vicenza,IT,45.54672000000000000,11.54750000000000000
41,Kozje,Kozje,SI,46.07500000000000000,15.56028000000000000
40,Udine,Udine,IT,46.06370000000000000,13.24458000000000000
40,Břeclav,Breclav,CZ,48.75897000000000000,16.88203000000000000
40,Ostrava,Ostrava,CZ,49.83465000000000000,18.28204000000000000
40,Gorizia,Gorizia,IT,45.94088000000000000,13.62167000000000000
40,Pobrežje,Pobrezje,SI,46.55000000000000000,15.68333000000000000
40,Savudrija,Savudrija,HR,45.50009000000000000,13.50559000000000000
40,Tabor,Tabor,SI,46.23611000000000000,15.01833000000000000
40,Renče,Rence,SI,45.89000000000000000,13.66861000000000000
39,Dekani,Dekani,SI,45.54972000000000000,13.81361000000000000
39,Bonn,Bonn,DE,50.73438000000000000,7.09549000000000000
39,Osijek,Osijek,HR,45.55111000000000000,18.69389000000000000
39,Hamburg,Hamburg,DE,53.57532000000000000,10.01534000000000000
39,Sveti Jurij ob Ščavnici,Sveti Jurij ob Scavnici,SI,46.56950000000000000,16.02347000000000000
39,Velika Polana,Velika Polana,SI,46.57194000000000000,16.34694000000000000
39,Col,Col,SI,45.87583000000000000,14.00500000000000000
39,Wels,Wels,AT,48.16667000000000000,14.03333000000000000
38,Vitanje,Vitanje,SI,46.38167000000000000,15.29583000000000000
38,Dolenja Trebuša,Dolenja Trebusa,SI,46.09139000000000000,13.84028000000000000
37,Warsaw,Warsaw,PL,52.22977000000000000,21.01178000000000000
37,Grobelno,Grobelno,SI,46.21167000000000000,15.44472000000000000
37,Tuzla,Tuzla,BA,44.53842000000000000,18.66709000000000000
36,Medulin,Medulin,HR,44.82250000000000000,13.93500000000000000
36,Ruma,Ruma,RS,45.00806000000000000,19.82222000000000000
36,Villa Opicina,Villa Opicina,IT,45.68780000000000000,13.78861000000000000
36,Smederevo,Smederevo,RS,44.66278000000000000,20.93000000000000000
36,Karlovac,Karlovac,HR,45.48722000000000000,15.54778000000000000
36,Murter,Murter,HR,43.81250000000000000,15.60611000000000000
36,Strasbourg,Strasbourg,FR,48.58392000000000000,7.74553000000000000
35,Gorje,Gorje,SI,46.15528000000000000,13.98167000000000000
35,Tržišče,Trzisce,SI,45.95889000000000000,15.19722000000000000
35,Spodnja Idrija,Spodnja Idrija,SI,46.03194000000000000,14.02722000000000000
35,Šentrupert,Sentrupert,SI,46.17143000000000000,15.34940000000000000
35,Makarska,Makarska,HR,43.29694000000000000,17.01778000000000000
34,Trebelno,Trebelno,SI,45.91667000000000000,15.15000000000000000
34,Topolšica,Topolsica,SI,46.40028000000000000,15.02157000000000000
34,Borovnica,Borovnica,SI,45.91583000000000000,14.36306000000000000
34,Šempas,Sempas,SI,45.93028000000000000,13.74361000000000000
34,Serdica,Serdica,SI,46.82667000000000000,16.04528000000000000
34,Dobrovo,Dobrovo,SI,45.99639000000000000,13.52639000000000000
34,Nova Vas,Nova Vas,SI,45.92544000000000000,14.74430000000000000
34,Otočec,Otocec,SI,45.83967000000000000,15.22528000000000000
33,Ponikva,Ponikva,SI,46.25306000000000000,15.44694000000000000
33,Vrsar,Vrsar,HR,45.14917000000000000,13.60528000000000000
33,Crikvenica,Crikvenica,HR,45.17722000000000000,14.69278000000000000
33,Cankova,Cankova,SI,46.72083000000000000,16.02250000000000000
33,Bern,Bern,CH,46.94809000000000000,7.44744000000000000
33,Pesnica pri Mariboru,Pesnica pri Mariboru,SI,46.60694000000000000,15.67667000000000000
33,Kisovec,Kisovec,SI,46.13911000000000000,14.96295000000000000
32,Šentilj v Slovenskih goricah,Sentilj v Slovenskih goricah,SI,46.67921000000000000,15.65324000000000000
32,Ptujska Gora,Ptujska Gora,SI,46.35500000000000000,15.76000000000000000
32,Nova Cerkev,Nova Cerkev,SI,46.31278000000000000,15.28556000000000000
32,Levec,Levec,SI,46.24278000000000000,15.21944000000000000
31,Lož,Loz,SI,45.72417000000000000,14.46889000000000000
31,Malo Trebeljevo,Malo Trebeljevo,SI,46.01667000000000000,14.73333000000000000
31,Škofljica,Skofljica,SI,45.98333000000000000,14.57667000000000000
31,Begunje na Gorenjskem,Begunje na Gorenjskem,SI,46.38333000000000000,14.21667000000000000
31,Hannover,Hannover,DE,52.37052000000000000,9.73322000000000000
31,Ruše,Ruse,SI,46.53944000000000000,15.51583000000000000
31,Kragujevac,Kragujevac,RS,44.01667000000000000,20.91667000000000000
31,Šentjurij na Dolenjskem,Sentjurij na Dolenjskem,SI,45.87583000000000000,15.11500000000000000
30,Leskovac,Leskovac,RS,44.52962000000000000,20.32679000000000000
30,Cazin,Cazin,BA,44.96694000000000000,15.94306000000000000
30,Wolfsburg,Wolfsburg,DE,52.42452000000000000,10.78150000000000000
30,Gorica pri Slivnici,Gorica pri Slivnici,SI,46.18722000000000000,15.43250000000000000
30,Sibenik,Sibenik,HR,45.81833000000000000,17.18139000000000000
30,Regensburg,Regensburg,DE,49.03451000000000000,12.11923000000000000
